Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
1,31,KAN,Felix Anudike-Uzomah,DE,21,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,,0.5,Kansas St.,College Stats,AnudFe00
2,32,PIT,Joey Porter Jr.,CB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,Penn St.,College Stats,PortJo02
2,33,TEN,Will Levis,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Kentucky,College Stats,LeviWi00
2,34,DET,Sam LaPorta,TE,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,242,1,,,,Iowa,College Stats,LaPoSa01
2,35,LVR,Michael Mayer,TE,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,,,,Notre Dame,College Stats,MayeMi00
2,36,LAR,Steve Avila,C,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,College Stats,AvilSt00
2,37,SEA,Derick Hall,DE,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Auburn,College Stats,HallDe04
2,38,ATL,Matthew Bergeron,OL,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Syracuse,College Stats,BergMa00
2,39,CAR,Jonathan Mingo,WR,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,64,0,,,,Mississippi,College Stats,MingJo00
2,40,NOR,Isaiah Foskey,DL,22,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,,,Notre Dame,College Stats,FoskIs00
2,41,ARI,BJ Ojulari,DE,21,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats,OjulBJ00
2,42,GNB,Luke Musgrave,TE,23,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,125,0,,,,Oregon St.,College Stats,MusgLu00
2,43,NYJ,Joe Tippmann,OL,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats,TippJo00
2,44,IND,Julius Brents,DB,23,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,,,Kansas St.,College Stats,BrenJu00
2,45,DET,Brian Branch,DB,21,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,1,,Alabama,College Stats,BranBr00
2,46,NWE,Keion White,DL,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia Tech,College Stats,WhitKe03
2,47,WAS,Jartavius Martin,DB,23,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois,College Stats,MartJa04
2,48,TAM,Cody Mauch,T,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota St.,,MaucCo00
2,49,PIT,Keeanu Benton,NT,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,1.0,Wisconsin,College Stats,BentKe00
2,50,GNB,Jayden Reed,WR,23,2023,0,0,0,0,0,4,0,0,0,0,0,1,-2,0,12,203,2,,,,Michigan St.,College Stats,ReedJa03
2,51,MIA,Cam Smith,DB,22,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina,College Stats,SmitCa02
2,52,SEA,Zach Charbonnet,RB,22,2023,0,0,0,0,0,3,0,0,0,0,0,16,73,0,3,13,0,,,,UCLA,College Stats,CharZa00
2,53,CHI,Gervon Dexter,DL,21,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,,,Florida,College Stats,DextGe00
2,54,LAC,Tuli Tuipulotu,DL,21,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,,2.0,USC,College Stats,TuipTu00
2,55,KAN,Rashee Rice,WR,23,2023,0,0,0,0,0,3,0,0,0,0,0,1,-3,0,10,108,1,,,,SMU,College Stats,RiceRa01
2,56,CHI,Tyrique Stevenson,CB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,,,Miami (FL),College Stats,StevTy01
2,57,NYG,John Michael Schmitz,OL,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Minnesota,College Stats,MichJo00
2,58,DAL,Luke Schoonmaker,TE,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,,,,Michigan,College Stats,SchoLu00
2,59,BUF,O'Cyrus Torrence,OL,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats,TorrOC00
2,60,CIN,DJ Turner,DB,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Michigan,College Stats,TurnDJ01
2,61,JAX,Brenton Strange,TE,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,7,0,,,,Penn St.,College Stats,StraBr00
2,62,HOU,Juice Scruggs,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats,ScruJu00
2,63,DEN,Marvin Mims,WR,21,2023,0,0,0,0,0,3,0,0,0,0,0,3,13,0,7,195,1,,,,Oklahoma,College Stats,MimsMa00
3,64,CHI,Zacch Pickens,DL,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,South Carolina,College Stats,PickZa00
3,65,PHI,Tyler Steen,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats,SteeTy00
3,66,PHI,Sydney Brown,DB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Illinois,College Stats,BrowSy00
3,67,DEN,Drew Sanders,LB,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats,SandDr00
3,68,DET,Hendon Hooker,QB,25,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee,College Stats,HookHe00
3,69,HOU,Tank Dell,WR,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,251,2,,,,Houston,College Stats,DellNa00
3,70,LVR,Byron Young,DL,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Alabama,College Stats,YounBy00
3,71,NOR,Kendre Miller,RB,21,2023,0,0,0,0,0,1,0,0,0,0,0,9,34,0,1,0,0,,,,TCU,College Stats,MillKe01
3,72,ARI,Garrett Williams,DB,22,,0,0,0,,,,,,,,,,,,,,,,,,Syracuse,College Stats,WillGa00
3,73,NYG,Jalin Hyatt,WR,21,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,89,0,,,,Tennessee,College Stats,HyatJa00
3,74,CLE,Cedric Tillman,WR,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,College Stats,TillCe01
3,75,ATL,Zach Harrison,DE,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,Ohio St.,College Stats,HarrZa00
3,76,NWE,Marte Mapu,DB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Sacramento St.,,MapuMa00
3,77,LAR,Byron Young,LB,25,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,,2.0,Tennessee,College Stats,YounBy01
3,78,GNB,Tucker Kraft,TE,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,5,0,,,,South Dakota St.,,KrafTu00
3,79,IND,Josh Downs,WR,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,124,0,,,,North Carolina,College Stats,DownJo00
3,80,CAR,DJ Johnson,OLB,24,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,College Stats,JohnDJ00
3,81,TEN,Tyjae Spears,RB,22,2023,0,0,0,0,0,3,0,0,0,0,0,15,82,0,7,10,0,,,,Tulane,College Stats,SpeaTy00
3,82,TAM,YaYa Diaby,DL,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Louisville,College Stats,DiabYa00
3,83,DEN,Riley Moss,DB,23,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats,MossRi00
3,84,MIA,De'Von Achane,RB,21,2023,0,0,0,0,0,2,0,0,0,0,0,19,208,2,5,34,2,,,,Texas A&M,College Stats,AchaDe00
3,85,LAC,Daiyan Henley,LB,23,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Washington St.,College Stats,HenlDa00
3,86,BAL,Trenton Simpson,LB,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,College Stats,SimpTr00
3,87,SFO,Ji'Ayir Brown,S,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.,College Stats,BrowJi01
3,88,JAX,Tank Bigsby,RB,22,2023,0,0,0,0,0,3,0,0,0,0,0,9,23,2,0,0,0,,,,Auburn,College Stats,BigsTa00
3,89,LAR,Kobie Turner,DT,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,Wake Forest,College Stats,TurnKo00
3,90,DAL,DeMarvion Overshown,LB,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas,College Stats,OverDe00
3,91,BUF,Dorian Williams,LB,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Tulane,College Stats,WillDo04
3,92,KAN,Wanya Morris,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma,College Stats,MorrWa01
3,93,PIT,Darnell Washington,TE,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats,WashDa03
3,94,ARI,Michael Wilson,WR,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,161,0,,,,Stanford,College Stats,WilsMi02
3,95,CIN,Jordan Battle,DB,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats,BattJo00
3,96,DET,Brodric Martin,DT,24,,0,0,0,,,,,,,,,,,,,,,,,,Western Kentucky,College Stats,MartBr00
3,97,WAS,Ricky Stromberg,OL,22,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats,StroRi01
3,98,CLE,Siaki Ika,DL,22,,0,0,0,,,,,,,,,,,,,,,,,,Baylor,College Stats,IkaxSi00
3,99,SFO,Jake Moody,K,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats,MoodJa00
3,100,LVR,Tre Tucker,WR,22,2023,0,0,0,0,0,2,0,0,0,0,0,1,34,0,0,0,0,,,,Cincinnati,College Stats,TuckTr00
3,101,SFO,Cameron Latu,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats,LatuCa01
3,102,MIN,Mekhi Blackmon,CB,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,,,USC,College Stats,BlacMe00
4,103,NOR,Nick Saldiveri,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Old Dominion,College Stats,SaldNi00
4,104,LVR,Jakorian Bennett,DB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,,,Maryland,College Stats,BennJa00
4,105,PHI,Kelee Ringo,DB,21,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Georgia,College Stats,RingKe00
4,106,IND,Blake Freeland,OL,22,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,BYU,College Stats,FreeBl00
4,107,NWE,Jake Andrews,OL,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Troy,College Stats,AndrJa00
4,108,SEA,Anthony Bradford,OL,22,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats,BradAn00
4,109,HOU,Dylan Horton,DL,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,TCU,College Stats,HortDy00
4,110,IND,Adetomiwa Adebawore,DL,22,,0,0,0,,,,,,,,,,,,,,,,,,Northwestern,College Stats,AdebAd00
4,111,CLE,Dawand Jones,OL,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats,JoneDa07
4,112,NWE,Chad Ryland,K,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Maryland,College Stats,RylaCh00
4,113,ATL,Clark Phillips,CB,21,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats,PhilCl00
4,114,CAR,Chandler Zavala,G,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,College Stats,ZavaCh00
4,115,CHI,Roschon Johnson,RB,22,2023,0,0,0,0,0,3,0,0,0,0,0,17,90,1,10,56,0,,,,Texas,College Stats,JohnRo07
4,116,GNB,Colby Wooden,DE,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,,,Auburn,College Stats,WoodCo01
4,117,NWE,Sidy Sow,OL,25,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,East. Michigan,College Stats,SowxSi00
4,118,WAS,Braeden Daniels,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Utah,College Stats,DaniBr00
4,119,KAN,Chamarri Conner,DB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Virginia Tech,College Stats,ConnCh01
4,120,NYJ,Carter Warren,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats,WarrCa00
4,121,JAX,Ventrell Miller,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats,MillVe00
4,122,ARI,Jon Gaines,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,UCLA,College Stats,GainJo00
4,123,SEA,Cameron Young,DT,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Mississippi St.,College Stats,YounCa00
4,124,BAL,Tavius Robinson,DE,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Mississippi,College Stats,RobiTa00
4,125,LAC,Derius Davis,WR,22,2023,0,0,0,0,0,3,0,0,0,0,0,1,10,0,2,8,0,,,,TCU,College Stats,DaviDe02
4,126,CLE,Isaiah McGuire,DL,22,,0,0,0,,,,,,,,,,,,,,,,,,Missouri,College Stats,McGuIs00
4,127,NOR,Jake Haener,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Fresno St.,College Stats,HaenJa00
4,128,LAR,Stetson Bennett,QB,25,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,BennSt00
4,129,DAL,Viliami Fehoko,DL,23,,0,0,0,,,,,,,,,,,,,,,,,,San Jose St.,College Stats,FehoVi00
4,130,JAX,Tyler Lacy,DE,23,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma St.,College Stats,LacyTy00
4,131,CIN,Charlie Jones,WR,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,0,,,,Purdue,College Stats,JoneCh11
4,132,PIT,Nick Herbig,OLB,21,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Wisconsin,College Stats,HerbNi00
4,133,CHI,Tyler Scott,WR,21,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,20,0,,,,Cincinnati,College Stats,ScotTy00
4,134,MIN,Jay Ward,S,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats,WardJa00
4,135,LVR,Aidan O'Connell,QB,25,,0,0,0,,,,,,,,,,,,,,,,,,Purdue,College Stats,OConAi00
5,136,JAX,Yasir Abdullah,LB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,College Stats,AbduYa00
5,137,WAS,K.J. Henry,DE,24,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,College Stats,HenrKJ00
5,138,IND,Darius Rush,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,South Carolina,College Stats,RushDa00
5,139,ARI,Clayton Tune,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Houston,College Stats,TuneCl00
5,140,CLE,Dorian Thompson-Robinson,QB,23,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats,ThomDo02
5,141,MIN,Jaquelin Roy,DT,22,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats,RoyxJa00
5,142,CLE,Cameron Mitchell,DB,21,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,Northwestern,College Stats,MitcCa01
5,143,NYJ,Israel Abanikanda,RB,20,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats,AbanIs00
5,144,NWE,Atonio Mafi,OL,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats,MafiAt00
5,145,CAR,Jammie Robinson,DB,22,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats,RobiJa03
5,146,NOR,Jordan Howden,DB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Minnesota,College Stats,HowdJo00
5,147,TEN,Josh Whyle,TE,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati,College Stats,WhylJo01
5,148,CHI,Noah Sewell,LB,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Oregon,College Stats,SeweNo00
5,149,GNB,Sean Clifford,QB,25,2023,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,Penn St.,College Stats,ClifSe00
5,150,BUF,Justin Shorter,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats,ShorJu00
5,151,SEA,Mike Morris,DE,22,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,Michigan,College Stats,MorrMi00
5,152,DET,Colby Sorsdal,OL,23,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,William & Mary,,SorsCo00
5,153,TAM,SirVocea Dennis,LB,23,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,College Stats,DennSi00
5,154,SEA,Olusegun Oluwatimi,C,24,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats,OluwOl00
5,155,SFO,Darrell Luter Jr.,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,South Alabama,College Stats,LuteDa00
5,156,LAC,Jordan McFadden,OL,23,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,College Stats,McFaJo00
5,157,BAL,Kyu Blu Kelly,CB,22,2023,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats,BluxKy00
5,158,IND,Daniel Scott,S,24,,0,0,0,,,,,,,,,,,,,,,,,,California,College Stats,ScotDa03
5,159,GNB,Dontayvion Wicks,WR,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,85,1,,,,Virginia,College Stats,WickDo00
5,160,JAX,Antonio Johnson,DB,21,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M,College Stats,JohnAn07
5,161,LAR,Nick Hampton,OLB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Appalachian St.,College Stats,HampNi00
5,162,IND,Will Mallory,TE,24,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,49,0,,,,Miami (FL),College Stats,MallWi00
5,163,CIN,Chase Brown,RB,23,2023,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,,,Illinois,College Stats,BrowCh10
5,164,MIN,Jaren Hall,QB,25,,0,0,0,,,,,,,,,,,,,,,,,,BYU,College Stats,HallJa00
5,165,CHI,Terell Smith,DB,24,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,,,Minnesota,College Stats,SmitTe05
5,166,KAN,BJ Thompson,DE,24,,0,0,0,,,,,,,,,,,,,,,,,,S.F. Austin,College Stats,ThomBJ00
5,167,HOU,Henry To'oTo'o,LB,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,,,Alabama,College Stats,TooTHe00
5,168,ARI,Owen Pappoe,LB,22,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,College Stats,PappOw00
5,169,DAL,Asim Richards,OL,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,College Stats,RichAs00
5,170,LVR,Christopher Smith II,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,SmitCh04
5,171,TAM,Payne Durham,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,Purdue,College Stats,DurhPa00
5,172,NYG,Eric Gray,RB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats,GrayEr01
5,173,SFO,Robert Beal,OLB,24,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,BealRo00
5,174,LAR,Warren McClendon Jr.,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,McClWa00
5,175,LAR,Davis Allen,TE,22,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,College Stats,AlleDa02
5,176,IND,Evan Hull,RB,22,2023,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,6,0,,,,Northwestern,College Stats,HullEv00
5,177,LAR,Puka Nacua,WR,22,2023,0,0,0,0,0,3,0,0,0,0,0,2,4,0,30,338,0,,,,BYU,College Stats,NacuPu00
6,178,DAL,Eric Scott,DB,25,,0,0,0,,,,,,,,,,,,,,,,,,Southern Miss,College Stats,ScotEr00
6,179,GNB,Karl Brooks,DT,23,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,2.0,Bowling Green,College Stats,BrooKa00
6,180,ARI,Kei'Trel Clark,DB,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,,,Louisville,College Stats,ClarKe02
