Rnd,Pick,Tm,Player,ID,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushTD,Rec,RecYds,RecTD,SoloTkl,Int,Sk,College/Univ,Year
3,70,SFO,Marcus Martin,MartMa01,C,20,2016,0,0,2,10,10,26,0,0,0,0,0,0,0,0,0,0,0,1,,,USC,2014
3,71,CLE,Christian Kirksey,KirkCh00,LB,22,2018,0,0,3,24,24,71,0,0,0,0,0,0,0,0,0,0,0,289,2,11.5,Iowa,2014
3,72,MIN,Scott Crichton,CricSc00,DE,22,2015,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,5,,,Oregon St.,2014
3,73,BUF,Preston Brown,BrowPr00,LB,21,2018,0,0,4,31,29,71,0,0,0,0,0,0,0,0,0,0,0,316,5,1.0,Louisville,2014
3,74,NYG,Jay Bromley,BromJa00,DT,22,2018,0,0,0,7,7,57,0,0,0,0,0,0,0,0,0,0,0,50,,2.0,Syracuse,2014
3,75,STL,Tre Mason,MasoTr00,RB,21,2015,0,0,1,7,7,25,0,0,0,0,0,254,972,5,34,236,1,1,,,Auburn,2014
3,76,DET,Travis Swanson,SwanTr00,C,23,2018,0,0,4,24,21,65,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas,2014
3,77,SFO,Chris Borland,BorlCh00,LB,23,2014,0,0,1,6,6,14,0,0,0,0,0,0,0,0,0,0,0,84,2,1.0,Wisconsin,2014
3,78,WAS,Spencer Long,LongSp00,G,23,2018,0,0,3,19,15,53,0,0,0,0,0,0,0,0,0,0,0,1,,,Nebraska,2014
3,79,BAL,Terrence Brooks,BrooTe00,DB,22,2018,0,0,0,6,2,65,0,0,0,0,0,0,0,0,0,0,0,36,3,,Florida St.,2014
3,80,NYJ,Dexter McDougle,McDoDe00,DB,23,2018,0,0,0,2,1,31,0,0,0,0,0,0,0,0,0,0,0,7,,,Maryland,2014
3,81,OAK,Gabe Jackson,JackGa00,G,23,2018,0,0,5,27,27,73,0,0,0,0,0,0,0,0,2,-5,0,,,,Mississippi St.,2014
3,82,CHI,Will Sutton,SuttWi00,DT,22,2016,0,0,0,9,9,36,0,0,0,0,0,0,0,0,0,0,0,39,,,Arizona St.,2014
3,83,HOU,Louis Nix,NixILo00,DT,23,2015,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,2014
3,84,ARI,Kareem Martin,MartKa00,DE,22,2018,0,0,1,13,9,72,0,0,0,0,0,0,0,0,0,0,0,55,1,5.0,North Carolina,2014
3,85,GNB,Khyri Thornton,ThorKh00,DT,24,2017,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,20,,1.0,Southern Miss,2014
3,86,PHI,Josh Huff,HuffJo00,WR,22,2016,0,0,0,6,6,37,0,1,0,0,0,5,22,0,51,523,4,2,,,Oregon,2014
3,87,KAN,Phillip Gaines,GainPh00,DB,23,2018,0,0,0,7,5,52,0,0,0,0,0,0,0,0,0,0,0,120,1,,Rice,2014
3,88,CIN,Will Clarke,ClarWi00,DE,23,2018,0,0,0,6,4,53,0,0,0,0,0,0,0,0,0,0,0,26,,7.0,West Virginia,2014
3,89,SDG,Chris Watt,WattCh00,G,24,2015,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,1,,,Notre Dame,2014
3,90,IND,Donte Moncrief,MoncDo00,WR,21,2018,0,0,3,18,15,69,0,0,0,0,0,5,16,0,200,2543,21,3,,,Mississippi,2014
3,91,ARI,John Brown,BrowJo02,WR,24,2018,0,0,2,25,20,72,0,0,0,0,0,11,40,0,215,3230,22,3,,,Pittsburg St.,2014
3,92,CAR,Trai Turner,TurnTr01,OL,21,2018,0,4,5,37,37,71,0,0,0,0,0,0,0,0,0,0,0,1,,,LSU,2014
3,93,JAX,Brandon Linder,LindBr00,OL,22,2018,0,0,4,21,21,54,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),2014
3,94,CLE,Terrance West,WestTe00,RB,23,2017,0,0,1,12,4,43,0,0,0,0,0,465,1816,11,51,344,2,1,,,Towson,2014
3,95,DEN,Michael Schofield,SchoMi00,OL,23,2018,0,0,3,23,12,60,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,2014
3,96,MIN,Jerick McKinnon,McKiJe00,RB,22,2017,0,0,0,21,21,58,0,1,0,0,0,474,1918,7,142,984,5,1,,,Georgia Southern,2014
3,97,PIT,Dri Archer,ArchDr00,WR,23,2015,0,0,0,0,0,20,0,0,0,0,0,10,40,0,7,23,0,,,,Kent St.,2014
3,98,GNB,Richard Rodgers,RodgRi00,TE,22,2018,0,0,1,12,12,70,0,0,0,0,0,1,11,0,121,1173,13,1,,,California,2014
3,99,BAL,Crockett Gillmore,GillCr00,TE,22,2016,0,0,1,4,4,32,0,0,0,0,0,0,0,0,51,604,6,1,,,Colorado St.,2014
3,100,SFO,Brandon Thomas,ThomBr02,OL,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,2014
4,101,PHI,Jaylen Watkins,WatkJa01,DB,22,2017,0,0,0,3,3,36,0,0,0,0,0,0,0,0,0,0,0,43,,,Florida,2014
4,102,WAS,Bashaud Breeland,BreeBa00,DB,22,2018,0,0,4,24,21,67,0,0,0,0,0,0,0,0,0,0,0,227,10,1.0,Clemson,2014
4,103,ATL,Devonta Freeman,FreeDe00,RB,22,2018,0,2,3,38,38,63,0,0,0,0,0,767,3316,30,198,1605,7,3,,,Florida St.,2014
4,104,NYJ,Jalen Saunders,SaunJa00,WR,21,2014,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,7,0,1,,,Oklahoma,2014
4,105,NWE,Bryan Stork,StorBr00,C,23,2015,0,0,1,11,11,21,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,2014
4,106,SFO,Bruce Ellington,ElliBr00,WR,23,2018,0,0,0,7,2,44,0,1,0,0,0,11,54,1,79,769,5,2,,,South Carolina,2014
4,107,OAK,Justin Ellis,ElliJu01,DT,23,2018,0,0,3,19,19,66,0,0,0,0,0,0,0,0,0,0,0,80,,0.5,Louisiana Tech,2014
4,108,SEA,Cassius Marsh,MarsCa00,DE,22,2018,0,0,0,9,4,68,0,0,0,0,0,0,0,0,0,0,0,75,,11.5,UCLA,2014
4,109,BUF,Ross Cockrell,CockRo00,DB,23,2017,0,0,1,14,0,54,0,0,0,0,0,0,0,0,0,0,0,118,5,,Duke,2014
4,110,STL,Maurice Alexander,AlexMa00,DB,23,2018,0,0,1,11,10,50,0,0,0,0,0,0,0,0,0,0,0,91,2,3.0,Utah St.,2014
4,111,CIN,Russell Bodine,BodiRu00,C,22,2018,0,0,5,28,26,74,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,2014
4,112,TEN,DaQuan Jones,JoneDa04,DT,22,2018,0,0,4,26,26,67,0,0,0,0,0,0,0,0,0,0,0,86,,6.0,Penn St.,2014
4,113,NYG,Andre Williams,WillAn00,RB,22,2017,0,0,0,7,6,41,0,0,0,0,0,332,1090,8,19,137,0,1,,,Boston Col.,2014
4,114,JAX,Aaron Colvin,ColvAa00,DB,22,2018,0,0,1,11,9,58,0,0,0,0,0,0,0,0,0,0,0,160,,5.0,Oklahoma,2014
4,115,NYJ,Shaquelle Evans,EvanSh00,WR,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,2014
4,116,OAK,Keith McGill,McGiKe00,DB,25,2017,0,0,0,4,4,54,0,0,0,0,0,0,0,0,0,0,0,23,,,Utah,2014
4,117,CHI,Ka'Deem Carey,CareKa00,RB,21,2016,0,0,0,3,3,36,0,0,0,0,0,111,443,2,13,131,1,,,,Arizona,2014
4,118,PIT,Martavis Bryant,BryaMa00,WR,22,2018,0,0,1,19,17,44,0,0,0,0,0,17,94,1,145,2183,17,,,,Clemson,2014
4,119,DAL,Anthony Hitchens,HitcAn00,LB,22,2018,0,0,4,27,22,75,0,0,0,0,0,0,0,0,0,0,0,280,1,3.5,Iowa,2014
4,120,ARI,Logan Thomas,ThomLo00,QB,23,2018,0,0,0,2,0,26,2,10,96,1,0,0,0,0,19,144,1,2,,,Virginia Tech,2014
4,121,GNB,Carl Bradford,BradCa01,LB,22,2016,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,,,Arizona St.,2014
4,122,TEN,Marqueston Huff,HuffMa00,DB,22,2016,0,0,0,4,3,41,0,0,0,0,0,0,0,0,0,0,0,15,1,1.0,Wyoming,2014
4,123,SEA,Kevin Norwood,NorwKe00,WR,24,2015,0,0,0,1,1,10,0,0,0,0,0,0,0,0,9,102,0,2,,,Alabama,2014
4,124,KAN,De'Anthony Thomas,ThomDe05,RB,21,2018,0,0,0,7,7,55,0,0,0,0,0,29,186,2,64,503,4,4,,,Oregon,2014
4,125,MIA,Walt Aikens,AikeWa00,DB,23,2018,0,0,0,6,6,78,0,0,0,0,0,0,0,0,0,0,0,39,2,,Liberty,2014
4,126,NOR,Khairi Fortt,FortKh00,LB,22,2014,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,California,2014
4,127,CLE,Pierre Desir,DesiPi00,DB,23,2018,0,0,1,10,3,49,0,0,0,0,0,0,0,0,0,0,0,122,2,,Lindenwood,2014
4,128,CAR,Tre Boston,BostTr00,DB,22,2018,0,0,3,20,8,72,0,0,0,0,0,0,0,0,0,0,0,197,11,2.0,North Carolina,2014
4,129,SFO,Dontae Johnson,JohnDo02,DB,22,2018,0,0,1,10,10,64,0,0,0,0,0,0,0,0,0,0,0,124,2,,North Carolina St.,2014
4,130,NWE,James White,WhitJa02,RB,22,2018,0,0,0,27,27,63,0,0,0,0,0,207,856,7,248,2164,19,,,,Wisconsin,2014
4,131,CHI,Brock Vereen,VereBr00,DB,22,2015,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,30,1,,Minnesota,2014
4,132,SEA,Kevin Pierre-Louis,PierKe00,LB,22,2018,0,0,0,5,3,57,0,0,0,0,0,0,0,0,0,0,0,47,,1.0,Boston Col.,2014
4,133,DET,Nevin Lawson,LawsNe00,DB,23,2018,0,0,4,16,16,62,0,0,0,0,0,0,0,0,0,0,0,163,,1.0,Utah St.,2014
4,134,BAL,Brent Urban,UrbaBr00,DT,23,2018,0,0,1,14,14,41,0,0,0,0,0,0,0,0,0,0,0,33,,3.5,Virginia,2014
4,135,HOU,Tom Savage,SavaTo00,QB,24,2017,0,0,0,4,4,13,181,315,2000,5,7,16,8,0,0,0,0,,,,Pittsburgh,2014
4,136,DET,Larry Webster,WebsLa00,DE,24,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Bloomsburg,2014
4,137,NYJ,Dakota Dozier,DoziDa00,OL,23,2018,0,0,0,4,4,37,0,0,0,0,0,0,0,0,0,0,0,,,,Furman,2014
4,138,BAL,Lorenzo Taliaferro,TaliLo00,RB,22,2016,0,0,0,3,3,19,0,0,0,0,0,82,339,5,16,153,0,3,,,Coastal Carolina,2014
4,139,ATL,Prince Shembo,ShemPr00,LB,22,2014,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,32,,,Notre Dame,2014
4,140,NWE,Cameron Fleming,FlemCa00,T,22,2018,0,0,0,16,14,61,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,2014
5,141,PHI,Taylor Hart,HartTa00,DE,23,2016,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,13,,,Oregon,2014
5,142,WAS,Ryan Grant,GranRy01,WR,23,2018,0,0,1,10,7,78,0,0,0,0,0,0,0,0,119,1319,7,1,,,Tulane,2014
5,143,TAM,Kadeem Edwards,EdwaKa00,OL,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee St.,2014
5,144,JAX,Telvin Smith,SmitTe01,LB,23,2018,0,1,5,44,44,76,0,0,0,0,0,0,0,0,0,0,0,445,9,7.5,Florida St.,2014
5,145,MIN,David Yankey,YankDa00,OL,22,2016,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,2014
5,146,DAL,Devin Street,StreDe00,WR,23,2016,0,0,0,1,1,35,0,0,0,0,0,0,0,0,10,152,1,,,,Pittsburgh,2014
5,147,ATL,Ricardo Allen,AlleRi00,DB,22,2018,0,0,3,16,16,49,0,0,0,0,0,0,0,0,0,0,0,172,7,1.0,Purdue,2014
5,148,CAR,Bene Benwikere,BenwBe00,DB,23,2018,0,0,1,10,6,54,0,0,0,0,0,0,0,0,0,0,0,121,3,1.5,San Jose St.,2014
5,149,TAM,Kevin Pamphile,PampKe00,T,23,2018,0,0,2,18,17,56,0,0,0,0,0,0,0,0,0,0,0,,,,Purdue,2014
5,150,SFO,Aaron Lynch,LyncAa00,DE,21,2018,0,0,1,12,9,57,0,0,0,0,0,0,0,0,0,0,0,77,1,18.0,South Florida,2014
5,151,TEN,Avery Williamson,WillAv00,LB,22,2018,0,0,5,33,24,79,0,0,0,0,0,0,0,0,0,0,0,319,3,14.5,Kentucky,2014
5,152,NYG,Nat Berhe,BerhNa00,DB,23,2018,0,0,0,3,3,42,0,0,0,0,0,1,2,0,0,0,0,28,,1.0,San Diego St.,2014
5,153,BUF,Cyril Richardson,RichCy00,G,23,2014,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,2014
5,154,NYJ,Jeremiah George,GeorJe01,LB,22,2017,0,0,0,3,,37,0,0,0,0,0,0,0,0,0,0,0,19,,0.5,Iowa St.,2014
5,155,MIA,Arthur Lynch,LyncAr00,TE,24,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,2014
5,156,DEN,Lamin Barrow,BarrLa00,LB,23,2015,0,0,0,2,1,32,0,0,0,0,0,0,0,0,0,0,0,6,,,LSU,2014
5,157,PIT,Shaquille Richardson,RichSh01,DB,22,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona,2014
