Rnd,Pick,Tm,Player,ID,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushTD,Rec,RecYds,RecTD,SoloTkl,Int,Sk,College/Univ,Year
7,231,NOR,Aliz� Mack,MackAl00,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,Notre Dame,2019
7,232,NYG,George Asafo-Adjei,AsafGe00,T,,,0,0,0,,,,,,,,,,,,,,,,,,Kentucky,2019
7,233,MIA,Chandler Cox,CoxxCh01,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,2019
7,234,MIA,Myles Gaskin,GaskMy00,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,Washington,2019
7,235,JAX,Dontavius Russell,RussDo00,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,2019
7,236,SEA,John Ursua,UrsuJo00,WR,25,,0,0,0,,,,,,,,,,,,,,,,,,Hawaii,2019
7,237,CAR,Terry Godwin,GodwTe00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,2019
7,238,CHI,Stephen Denmark,DenmSt00,CB,,,0,0,0,,,,,,,,,,,,,,,,,,Valdosta St.,2019
7,239,MIN,Dillon Mitchell,MitcDi00,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,2019
7,240,IND,Jackson Barton,BartJa00,T,24,,0,0,0,,,,,,,,,,,,,,,,,,Utah,2019
7,241,DAL,Jalen Jelks,JelkJa00,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,2019
7,242,LAC,Cortez Broughton,BrouCo00,DT,,,0,0,0,,,,,,,,,,,,,,,,,,Cincinnati,2019
7,243,LAR,Nick Scott,ScotNi01,S,,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,2019
7,244,NOR,Kaden Elliss,ElliKa00,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,Idaho,2019
7,245,NYG,Chris Slayton,SlayCh00,DT,,,0,0,0,,,,,,,,,,,,,,,,,,Syracuse,2019
7,246,IND,Javon Patterson,PattJa00,C,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,2019
7,247,MIN,Olabisi Johnson,JohnOl00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Colorado St.,2019
7,248,ARI,Joshua Miles,MileJo00,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Morgan St.,2019
7,249,ARI,Michael Dogbe,DogbMi00,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Temple,2019
7,250,MIN,Austin Cutting,CuttAu00,LS,,,0,0,0,,,,,,,,,,,,,,,,,,Air Force,2019
7,251,LAR,Dakota Allen,AlleDa01,LB,,,0,0,0,,,,,,,,,,,,,,,,,,Texas Tech,2019
7,252,NWE,Ken Webster,WebsKe00,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,2019
7,253,WAS,Jordan Brailford,BraiJo00,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma St.,2019
7,254,ARI,Caleb Wilson,WilsCa00,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,UCLA,2019
